X1,lextaleRespEsp,lextaleRespEspCorr,lextaleRespEspRT,lex_pres_order,word,translation,corrAnsEspV,age,gender,birthCountry,raisedCountry,placeResidence,education,houseLanguage,preferLanguage,partNum,date,expName,OS,session,Order,corrAns
58,z,1,0.971,56,musgo,moss,z,29,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec1f0724553ff4e23b1f4ca,2020-07-10_18h34.12.548,lemma_segmentation,Win32,5f08fad52b008417edb0607a,NA,NA
59,z,1,0.79,57,tacaño,stingy,z,29,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec1f0724553ff4e23b1f4ca,2020-07-10_18h34.12.548,lemma_segmentation,Win32,5f08fad52b008417edb0607a,NA,NA
60,z,0,1.032,58,plaudir,NW,m,29,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec1f0724553ff4e23b1f4ca,2020-07-10_18h34.12.548,lemma_segmentation,Win32,5f08fad52b008417edb0607a,NA,NA
61,z,1,0.575,59,besar,kiss,z,29,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec1f0724553ff4e23b1f4ca,2020-07-10_18h34.12.548,lemma_segmentation,Win32,5f08fad52b008417edb0607a,NA,NA
62,z,1,0.644,60,matar,kill,z,29,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec1f0724553ff4e23b1f4ca,2020-07-10_18h34.12.548,lemma_segmentation,Win32,5f08fad52b008417edb0607a,NA,NA
63,z,1,0.708,61,seda,silk,z,29,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec1f0724553ff4e23b1f4ca,2020-07-10_18h34.12.548,lemma_segmentation,Win32,5f08fad52b008417edb0607a,NA,NA
64,z,1,0.578,62,flaco,skinny,z,29,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec1f0724553ff4e23b1f4ca,2020-07-10_18h34.12.548,lemma_segmentation,Win32,5f08fad52b008417edb0607a,NA,NA
65,z,0,4.325,63,esposante,NW,m,29,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec1f0724553ff4e23b1f4ca,2020-07-10_18h34.12.548,lemma_segmentation,Win32,5f08fad52b008417edb0607a,NA,NA
66,z,1,0.6709999999999999,64,orgulloso,proud,z,29,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec1f0724553ff4e23b1f4ca,2020-07-10_18h34.12.548,lemma_segmentation,Win32,5f08fad52b008417edb0607a,NA,NA
67,z,1,1.158,65,bizcocho,cake,z,29,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec1f0724553ff4e23b1f4ca,2020-07-10_18h34.12.548,lemma_segmentation,Win32,5f08fad52b008417edb0607a,NA,NA
68,m,1,2.7230000000000003,66,hacido,NW,m,29,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec1f0724553ff4e23b1f4ca,2020-07-10_18h34.12.548,lemma_segmentation,Win32,5f08fad52b008417edb0607a,NA,NA
69,z,1,0.624,67,cabello,hair,z,29,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec1f0724553ff4e23b1f4ca,2020-07-10_18h34.12.548,lemma_segmentation,Win32,5f08fad52b008417edb0607a,NA,NA
70,z,1,0.6559999999999999,68,alegre,cheerful,z,29,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec1f0724553ff4e23b1f4ca,2020-07-10_18h34.12.548,lemma_segmentation,Win32,5f08fad52b008417edb0607a,NA,NA
71,z,1,2.341,69,engatusar,cajole,z,29,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec1f0724553ff4e23b1f4ca,2020-07-10_18h34.12.548,lemma_segmentation,Win32,5f08fad52b008417edb0607a,NA,NA
72,z,0,2.101,70,temblo,NW,m,29,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec1f0724553ff4e23b1f4ca,2020-07-10_18h34.12.548,lemma_segmentation,Win32,5f08fad52b008417edb0607a,NA,NA
73,z,1,1.224,71,polvoriento,dusty,z,29,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec1f0724553ff4e23b1f4ca,2020-07-10_18h34.12.548,lemma_segmentation,Win32,5f08fad52b008417edb0607a,NA,NA
74,z,0,2.349,72,pemición,NW,m,29,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec1f0724553ff4e23b1f4ca,2020-07-10_18h34.12.548,lemma_segmentation,Win32,5f08fad52b008417edb0607a,NA,NA
75,z,1,1.241,73,hervidor,kettle,z,29,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec1f0724553ff4e23b1f4ca,2020-07-10_18h34.12.548,lemma_segmentation,Win32,5f08fad52b008417edb0607a,NA,NA
76,m,1,2.709,74,cintro,NW,m,29,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec1f0724553ff4e23b1f4ca,2020-07-10_18h34.12.548,lemma_segmentation,Win32,5f08fad52b008417edb0607a,NA,NA
77,z,1,2.154,75,yacer,lie,z,29,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec1f0724553ff4e23b1f4ca,2020-07-10_18h34.12.548,lemma_segmentation,Win32,5f08fad52b008417edb0607a,NA,NA
78,z,1,0.7,76,atar,tie,z,29,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec1f0724553ff4e23b1f4ca,2020-07-10_18h34.12.548,lemma_segmentation,Win32,5f08fad52b008417edb0607a,NA,NA
79,z,1,0.677,77,tiburón,shark,z,29,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec1f0724553ff4e23b1f4ca,2020-07-10_18h34.12.548,lemma_segmentation,Win32,5f08fad52b008417edb0607a,NA,NA
80,z,1,1.103,78,frondoso,leafy,z,29,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec1f0724553ff4e23b1f4ca,2020-07-10_18h34.12.548,lemma_segmentation,Win32,5f08fad52b008417edb0607a,NA,NA
81,z,0,2.5580000000000003,79,tropaje,NW,m,29,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec1f0724553ff4e23b1f4ca,2020-07-10_18h34.12.548,lemma_segmentation,Win32,5f08fad52b008417edb0607a,NA,NA
82,z,1,0.8240000000000001,80,hormiga,ant,z,29,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec1f0724553ff4e23b1f4ca,2020-07-10_18h34.12.548,lemma_segmentation,Win32,5f08fad52b008417edb0607a,NA,NA
83,z,1,0.8140000000000001,81,pozo,well,z,29,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec1f0724553ff4e23b1f4ca,2020-07-10_18h34.12.548,lemma_segmentation,Win32,5f08fad52b008417edb0607a,NA,NA
84,z,0,2.772,82,empirador,NW,m,29,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec1f0724553ff4e23b1f4ca,2020-07-10_18h34.12.548,lemma_segmentation,Win32,5f08fad52b008417edb0607a,NA,NA
85,z,1,0.8079999999999999,83,guante,glove,z,29,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec1f0724553ff4e23b1f4ca,2020-07-10_18h34.12.548,lemma_segmentation,Win32,5f08fad52b008417edb0607a,NA,NA
86,z,0,2.209,84,escuto,NW,m,29,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec1f0724553ff4e23b1f4ca,2020-07-10_18h34.12.548,lemma_segmentation,Win32,5f08fad52b008417edb0607a,NA,NA
87,z,1,0.74,85,laud,lute,z,29,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec1f0724553ff4e23b1f4ca,2020-07-10_18h34.12.548,lemma_segmentation,Win32,5f08fad52b008417edb0607a,NA,NA
88,z,1,0.691,86,barato,cheap,z,29,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec1f0724553ff4e23b1f4ca,2020-07-10_18h34.12.548,lemma_segmentation,Win32,5f08fad52b008417edb0607a,NA,NA
89,m,1,5.695,87,grodo,NW,m,29,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec1f0724553ff4e23b1f4ca,2020-07-10_18h34.12.548,lemma_segmentation,Win32,5f08fad52b008417edb0607a,NA,NA
90,z,1,1.4269999999999998,88,acantilado,cliff,z,29,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec1f0724553ff4e23b1f4ca,2020-07-10_18h34.12.548,lemma_segmentation,Win32,5f08fad52b008417edb0607a,NA,NA
91,z,1,1.003,89,prisa,hurry,z,29,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec1f0724553ff4e23b1f4ca,2020-07-10_18h34.12.548,lemma_segmentation,Win32,5f08fad52b008417edb0607a,NA,NA
92,m,0,1.338,90,clavel,carnation,z,29,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec1f0724553ff4e23b1f4ca,2020-07-10_18h34.12.548,lemma_segmentation,Win32,5f08fad52b008417edb0607a,NA,NA
3,z,0,3.5041300000000004,1,terzo,NW,m,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
4,z,1,3.067385,2,pellizcar,pinch,z,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
5,z,1,2.98343,3,pulmones,lungs,z,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
6,m,1,8.651685,4,batillón,NW,m,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
7,z,1,1.59641,5,zapato,shoe,z,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
8,m,0,4.114895,6,tergiversar,distort,z,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
9,z,1,1.13632,7,pésimo,abysmal,z,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
10,m,1,2.578835,8,cadeña,NW,m,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
11,z,1,1.212675,9,hacha,axe,z,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
12,m,1,2.73332,10,antar,NW,m,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
13,m,0,2.72168,11,cenefa,edging,z,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
14,z,1,1.38477,12,asesinato,murder,z,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
15,z,1,1.595,13,helar,freeze,z,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
16,z,1,1.247575,14,yunque,anvil,z,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
17,z,1,1.234495,15,regar,water,z,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
18,z,0,2.9506,16,abracer,NW,m,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
19,m,1,2.968855,17,floroso,NW,m,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
20,m,1,2.866225,18,arsa,NW,m,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
21,m,1,4.098165,19,brecedad,NW,m,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
22,z,1,1.265575,20,ávido,avid,z,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
23,z,0,6.331035,21,capillo,NW,m,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
24,z,1,1.46468,22,lacayo,lackey,z,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
25,m,1,6.20063,23,lampera,NW,m,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
26,z,1,1.059595,24,látigo,whip,z,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
27,z,1,2.30534,25,bisagra,hinge,z,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
28,z,1,1.528075,26,secuestro,kidnapping,z,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
29,m,1,5.869815,27,acutación,NW,m,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
30,z,1,2.0729900000000003,28,merodear,prowl,z,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
31,m,1,1.574815,29,decar,NW,m,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
32,m,1,2.77946,30,alardio,NW,m,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
33,z,1,1.0272,31,pandilla,gang,z,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
34,m,1,4.090665,32,fatacidad,NW,m,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
35,m,1,1.275765,33,pauca,NW,m,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
36,z,1,1.177775,34,aviso,notice,z,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
37,m,1,2.73426,35,rompido,NW,m,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
38,z,1,2.48523,36,loro,parrot,z,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
39,z,1,2.08757,37,granuja,rascal,z,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
40,z,1,1.0270549999999998,38,estornudar,sneeze,z,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
41,z,1,1.31768,39,torpe,clumsy,z,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
42,z,1,1.338315,40,alfombra,carpet,z,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
43,z,1,2.111455,41,rebuscar,rummage,z,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
44,m,1,3.24224,42,cadallo,NW,m,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
45,z,1,0.775995,43,canela,cinnamon,z,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
46,z,1,1.46315,44,cuchara,spoon,z,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
47,z,1,3.5043300000000004,45,jilguero,goldfinch,z,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
48,z,1,2.67551,46,martillo,hammer,z,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
49,m,1,1.71343,47,cartinar,NW,m,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
50,z,1,1.54669,48,ladrón,thief,z,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
51,z,1,2.9436400000000003,49,ganar,win,z,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
52,m,1,1.85819,50,flamida,NW,m,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
53,z,1,1.54626,51,candado,padlock,z,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
54,z,1,1.21462,52,camisa,shirt,z,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
55,m,1,4.026335,53,vegada,NW,m,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
56,z,1,1.38063,54,fomentar,promote,z,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
57,z,1,1.277315,55,nevar,snow,z,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
58,z,1,1.18708,56,musgo,moss,z,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
59,z,1,1.79768,57,tacaño,stingy,z,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
60,m,1,4.7611300000000005,58,plaudir,NW,m,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
61,z,1,4.182025,59,besar,kiss,z,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
62,z,1,1.112745,60,matar,kill,z,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
63,z,1,1.199425,61,seda,silk,z,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
64,z,1,1.0895,62,flaco,skinny,z,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
65,m,1,4.0922,63,esposante,NW,m,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
66,z,1,1.1949,64,orgulloso,proud,z,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
67,z,1,1.734795,65,bizcocho,cake,z,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
68,m,1,2.45043,66,hacido,NW,m,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
69,z,1,1.14294,67,cabello,hair,z,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
70,z,1,1.070165,68,alegre,cheerful,z,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
71,z,1,2.10909,69,engatusar,cajole,z,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
72,z,0,1.422015,70,temblo,NW,m,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
73,z,1,2.3235200000000003,71,polvoriento,dusty,z,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
74,z,0,1.575725,72,pemición,NW,m,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
75,z,1,2.24135,73,hervidor,kettle,z,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
76,m,1,2.54053,74,cintro,NW,m,25,Hombre,México,México,México,"Universidad (diplomatura, licenciatura)",español,español,5ec354adf348311a5ee4019e,2020-07-10_14h18.45.636,lemma_segmentation,Win32,5f08bee4cce87b121e3d116a,NA,NA
